,id,text
2312,1.2511664680976835e+18,@Uber_Support Thanks
2314,1.2511664803743908e+18,"RT @JamesPokc: @Uber_Support I'm trying to purchase a gift card on Uber Eats, but when I click on ""send a gift"" it just refreshes and comes…"
2316,1.2511665109886075e+18,"Two good guides for the upcoming Uber Boss event :) 

https://t.co/jwz1CGiyg8

https://t.co/DYmPmeV6ej

#onmyoji #uberboss #缘结神"
2320,1.2511665833066783e+18,"RT @OnmyojiSioux: Two good guides for the upcoming Uber Boss event :) 

https://t.co/jwz1CGiyg8

https://t.co/DYmPmeV6ej

#onmyoji #uberbos…"
2325,1.2511666825312952e+18,"@vaibhavUP65 @Uber Thank You bhaiya, you are the reason I am more focused towards, history, diplomacy, National Interest"
2339,1.2511668909590118e+18,@Taleexi_ @Uber I’m in tears ???
2341,1.251166901260206e+18,RT @UberFacts: Women Talk About What It’s Like to Date a Divorced Dad https://t.co/5GjUardzrQ
2351,1.2511670541759816e+18,"I have a question: When was the last time you opened apps like @Uber , @Olacabs , @Zomato , @swiggy_in 
or @bookmyshow ? Lagta hain barso beet gaye!"
2352,1.2511670936655503e+18,"Uber ride Up to $20 use code asha2669ue 

Ubereats $7 off.  Code  eats-asha2669ue https://t.co/DHK4TkNX4K

Doordash Get $15 off sign up with  link https://t.co/iCRs2gVcGV

coupons discounts  @delivery promo code  @uber @Restaurant @Ubereats @postmates https://t.co/uRG1V2lyz5"
2355,1.2511671217294418e+18,RT @ssmith_calabor: .@Uber @Lyft @Instacart thwart worker unemployment claims at every turn. They refuse to provide wage data state needs t…
2371,1.2511671937162404e+18,"Hello sir my name is Amit Singh and I am driver in your company Uber India, due to corona virus, LOCKDOWN is running in India, due to which my financial condition is not good, I request you to give me financial support.@UberINSupport @Uber_India"
2375,1.251167256211579e+18,@Uber_Support No!!! Leave me alone. I hate y’all!!!!
2386,1.25116740719394e+18,RT @MLiebreich: If you agree that @uber and other private hire drivers in London are critical workers and heroes [as are black cab drivers]…
2397,1.251167558134186e+18,"RT @Shortlisthires: Do you have a hiring update or looking for a job? 20+ companies (@uber_kenya, @JumiaKenya, @TwigaFoods, @RescueByFlare,…"
2409,1.2511676888414822e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
2426,1.2511678489296404e+18,"#Uber #lyft drivers, you guys needs to focus on doing #Ubereats #doordash etc. You can definitely make good money if you’re out there for 6 days plus everyone tips during this pandemic time. I guarantee you, you will make $80-100 in 4 hours while everyone tips!!"
2428,1.2511678602122772e+18,So @Uber how's your esoteric passengers and drivers' ratings scheme coming along now that less people are actually using your service? Asking as a corporate client..
2430,1.251167892743377e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
2448,1.25116811552802e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
2449,1.251168116802896e+18,@Uber_India  how uber is helping to driver owner? My brother is driver owner let me know how can he get assistance from @Uber_India ?
2456,1.251168201804845e+18,RT @ScienceByNadia: A big thanks to @datrigub at @Uber for setting up our volunteers with *free* rides to/from work! This has been paramoun…
2457,1.2511682088678482e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
2466,1.251168306733736e+18,@Uber_Support Still nothing from @UberEats I received a blank email lol. The way you guys conduct business is so shady.
2482,1.2511685211589796e+18,"+1 
Also, this really is your responsibility @uber. Fix it. 

RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your driver partners."
2525,1.2511689597826826e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
2539,1.2511691102826824e+18,Hungry? Get $7 off your first Uber Eats order. Terms apply. Use my code at checkout: eats-jessicaw5888ue   https://t.co/Xqh4UjSedZ #UberEatsPromoCode #coupon #sale
2569,1.2511694650914488e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
2571,1.251169477204607e+18,"Text 'UBER' to the WQMX Studio Line at 330-370-2000 to win a $25 @UberEats Gift Card! Courtesy of Legend Entertainment, featuring country newcomer @raynejohnson_ &amp; Your Country 94.9 WQMX! Must be 18 years old to enter. https://t.co/kX0FyTaitm"
2596,1.251169726673367e+18,@chanjeneration @MountSinaiNYC @Uber @datrigub @ScienceByNadia Thats awesome! Do you guys have enough masks/supplies there? Ive heard some hospitals are having to wait to get them with the big back orders etc
2627,1.2511700782357996e+18,"hey @Uber_India, @amazonIN, @SheinIndia, @myntra, @dominos_india, @hotstartweets, @oyorooms and @jiosaavn haaaaaaaave you met @getsimpl?  #KeepItSimpl"
2630,1.2511701224059494e+18,"Hi @Uber_Support Ubers on the road are active, I hope the support is too :) 
Waiting for your response. 3rd tweet!"
2705,1.2511709412977418e+18,"@johnhpoindexter @tmdenterprises @gobank @Uber Green dot owns them, which is owned by Walmart"
2713,1.2511710574380114e+18,"Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies rehire, shouldn't they hire American workers and legal immigrants first before hiring foreign workers?"
2717,1.2511711385348096e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2722,1.2511711876082442e+18,"RT @MclarenSadie: #uber #lyft any #California drivers, @CrisisSmc is adding video/chat JUST FOR U so u can do/say/scream whatever u need to…"
2729,1.2511713221152973e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2742,1.2511714801650606e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
2750,1.251171569336025e+18,"@Uber_Support hi - I have credit on my Uber eats account and it will not allow me to remove this from the total bill. Please can you help. I have toggled the use credit toggle, deleted and re downloaded the app and it still does not work"
2752,1.2511715929415885e+18,RT @SharanDhillon14: @Uber_Support hi - I have credit on my Uber eats account and it will not allow me to remove this from the total bill.…
2761,1.251171686885589e+18,"In this week’s #FridayBrowser: #Uber is helping drivers find new gigs, #KFC wants you to attempt their recipes at home and #GoPro wants to see your extreme indoor adventures. Browse these headlines here: https://t.co/3HS6eVdD4G https://t.co/9f6Qmqbac0"
2774,1.251171846176768e+18,"Hey @Uber I’ve make the same trip everyday. I select 3:30 pick up time. Why is it that I’m being charged a variety of fares? From 9.23-11.72?  
Sincerely, disappointed."
2781,1.251171944591917e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
2784,1.2511719805789266e+18,"@RLRottman @JurisInceptor @santosrideshare I fully agree, I’m going to make sure that as many news outlets report this though... since #Uber made the big claim they are doing this~ we drivers knew it would not happen... but it’s time to make sure the non-drivers who saw that news piece understand it NEVER HAPPENED!!! ✊?✌?"
2786,1.2511720207309988e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2790,1.2511720603002634e+18,".@Uber @dkhos, @trevorkade, @jillhazelbaker, @ctooze, &amp; @AndiPim it’s time to get all American workers back to work at great wages. Do your part and #ReinvestinUS"
2804,1.2511721870479729e+18,@FAIRImmigration @Uber legal immigrants are foreign workers
2812,1.2511723152929833e+18,"New research out today on #SHOP, #GDDY, #WIX, #UBER, #LYFT, #W, #CMCSA, #CHTR, #WWE, #EIGI, #VRSN, #5G, #HOG, #TPR, #CPRI, #CAR, #HTZ and #restaurants &amp; #grocers. Interested in intelligence around key #economic players? Email insights@mscience.com #ActionableIntelligence https://t.co/KERy0eV5SN"
2824,1.2511724258756116e+18,"RT @vaibhavUP65: Was going somewhere &amp; was talking to someone on phone. @Uber Driver asked me: Sir, #DefensiveOffence aap chalate ho?
I sai…"
2828,1.2511725043049062e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2830,1.251172524634837e+18,"@uber_1337 I mean this isn't a crisis thing. It's fine. But if I can do it...I'd like to. I hadn't found that number, tho. I'll ring them!"
2838,1.251172602103632e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
2844,1.251172669451645e+18,@FAIRImmigration @Uber Anyone legally allowed to work should be allowed to work!
2855,1.251172842361639e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
2857,1.251172832832295e+18,"Hey @Uber_Support I have a quick question from here in Beirut, Lebanon. Are you functioning on Sunday’s with the government restrictions? Please please please respond because this is the only way I can contact you ?"
2864,1.2511729121506755e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
2868,1.2511729457513923e+18,"From one of our twitter less volunteers Michael Deans:
""Big thank you to @uber for providing me with free travel to/ from my volunteer work @MountSinaiNYC Beth Israel Blood Bank!"" Michael is helping to support doctors ordering human convalescent plasma to treat COVID-19 patients. https://t.co/g2Ro2EjZMy"
2889,1.251173111573201e+18,"@mal_sofastaii @WMAR2News Thanks for looking into this Mallory. @uberlyftdrivers is doing good work on this. They wave a state-by-state table showing the status for gig workers filing unemployment benefits. 
https://t.co/wbi50WWyKr"
2891,1.2511731235102188e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2904,1.2511733581436314e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
2912,1.2511734229415813e+18,RT @UberFacts: A Minecraft Library Gives Unprecedented Information Access Worldwide https://t.co/MZO6V4pEvD
2914,1.251173429912449e+18,"RT @HaleyWhitehurst: Hey @Uber_Support I have a quick question from here in Beirut, Lebanon. Are you functioning on Sunday’s with the gover…"
2917,1.25117346621841e+18,"@Uber_Support @JuanIgnacioCap1 Hi, can you answer my dm? please."
2922,1.2511735484519137e+18,@FAIRImmigration @Uber it’s whoever they want to hire man
2982,1.251174137944408e+18,"@ssmith_calabor @Uber @lyft @Instacart None of the companies you mention have anything to do with the fact that CA doesn’t provide a safety net for ICs. The @CA_EDD is set up to respond to employees, which it should. The state needs a different safety net in place for ICs, who are also tax payers."
2992,1.2511742790032097e+18,RT @UberFacts: Men Share Their Favorite Lessons From Couple’s Therapy https://t.co/ZwNAn8pm2I
3002,1.2511743484146893e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3006,1.251174404563841e+18,RT @UberFacts: Very Cool Photos of Food That Will Probably Make You Hungry https://t.co/6U3d9jsoEB
3035,1.251174862166483e+18,RT @chuiya143: #uberindia #uberdriver #uber i am your driver patner and I am not received any amount for helping drivers on this lockdown I…
3039,1.2511749536947405e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3060,1.2511751893808865e+18,"""Shared autos will rebound faster than taxi aggregators like @Olacabs &amp; @Uber_India,"" says @Frost_MENASA's Kaushik Madhavan, VP, Mobility Practice. Read the complete feature by @AutoTechReview1's @ProsJunoon here: https://t.co/w0ZhBX25F1 https://t.co/Dfp9qeqFCe"
3066,1.2511752555586396e+18,RT @RachelJHolt: You can add a tip on @uber app for up to 30 days post ride. Consider going back through your trip history and add a tip (o…
3078,1.251175444323332e+18,"@ZomatoIN #Covid_19 @Zomato @Uber 
Are you shameles?

When U had good business, did U ever pay bonus or had good payments to your delivery boys?

Now with litle loss, you starting begging in name delivery boys, SHAME

@JagoGrahakJagoo @corona_alerts #Covid19India @swiggy_in @MoHFW_INDIA"
3082,1.2511754736793928e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
3086,1.251175562057601e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3092,1.2511756200857231e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3099,1.2511757035522499e+18,Till the time no one can help us from uber @UberSoc this is @uberdriversnetw Uber do for their drivers https://t.co/Rd1C2AavQ2
3118,1.251176067647148e+18,How are you taking the advantage of the Internet? Thinking face #tech #startups #Amazon #Uber #Facebook #Alibaba #Airbnb #bitcoin #Netflix https://t.co/Tsf38Hm6Nh
3119,1.251176089663279e+18,RT @gliaspro: How are you taking the advantage of the Internet? Thinking face #tech #startups #Amazon #Uber #Facebook #Alibaba #Airbnb #bit…
3120,1.2511760936602706e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3131,1.251176225969787e+18,@RonnLezama @Uber @Uber_Support @UberEats What happened ?
3133,1.2511762264017715e+18,"RT @FAIRImmigration: In recent years, @Uber has used foreign workers instead of Americans. When this situation passes and companies rehire,…"
3141,1.2511763047555564e+18,"Introducing Piranha: An Open Source Tool to Automatically Delete Stale Code by UberEng

#UberEng #Uber

https://t.co/4S42myncJi"
3142,1.2511763071044035e+18,"Fostering a Culture of Sponsorship: Introducing Uber’s Engineering and Sponsorship Development Program by UberEng

#UberEng #Uber

https://t.co/3KdBObeFvC"
3143,1.2511763088575488e+18,"Why We Leverage Multi-tenancy in Uber’s Microservice Architecture by UberEng

#UberEng #Uber

https://t.co/iXmI9VFmd3"
3144,1.2511763104388588e+18,"Celebrating International Women’s Day: Meet the Women Building Uber’s Global Platform by UberEng

#UberEng #Uber

https://t.co/kT3is0PgoW"
3145,1.2511763132028477e+18,"Introducing Uber’s Open Source Principles by UberEng

#UberEng #Uber

https://t.co/DCorPURfhk"
3146,1.251176314821804e+18,"Under the Hood of Uber ATG’s Machine Learning Infrastructure and Versioning Control Platform for Self-Driving Vehicles by UberEng

#UberEng #Uber

https://t.co/9MYX6dtf5p"
3147,1.25117631691486e+18,"Profiles in Coding: Rick Boone, Core Infrastructure, San Francisco by UberEng

#UberEng #Uber

https://t.co/Hbr7NTGfop"
3148,1.251176318882001e+18,"Tricks of the Trade: Tuning JVM Memory for Large-scale Services by UberEng

#UberEng #Uber

https://t.co/WBkqqZ7Da2"
3149,1.2511763211469169e+18,"Building the Future of Mobility from the Pacific Northwest: Meet the Uber Seattle Tech Team by UberEng

#UberEng #Uber

https://t.co/sOBmGfpfzz"
3150,1.2511763231181373e+18,"Building a Backtesting Service to Measure Model Performance at Uber-scale by UberEng

#UberEng #Uber

https://t.co/3OLLVgGsRd"
3151,1.2511763252824965e+18,"Counting Calories: How We Improved the Performance and Developer Experience of https://t.co/TINuEqPK1t by UberEng

#UberEng #Uber

https://t.co/MHUqx7UPIV"
3152,1.251176327127892e+18,"Women in Data Science at Uber: Moving the World With Data in 2020—and Beyond by UberEng

#UberEng #Uber

https://t.co/EHZtbIJgv4"
3153,1.251176328591704e+18,"Designing a Production-Ready Kappa Architecture for Timely Data Stream Processing by UberEng

#UberEng #Uber

https://t.co/8xOS7lMDei"
3154,1.2511763319430513e+18,"Open Sourcing Manifold, a Visual Debugging Tool for Machine Learning by UberEng

#UberEng #Uber

https://t.co/ndZ42blQ30"
3155,1.251176334455386e+18,"Uber Visualization Highlights: Displaying City Street Speed Clusters with SpeedsUp by UberEng

#UberEng #Uber

https://t.co/ldurPjMwjr"
3156,1.2511763381338563e+18,"Uber Infrastructure in 2019: Improving Reliability, Driving Customer Satisfaction by UberEng

#UberEng #Uber

https://t.co/WTdyYPs8zI"
3157,1.2511763421057925e+18,"Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data by UberEng

#UberEng #Uber

https://t.co/ievkXdTr4H"
3158,1.2511763483091722e+18,"Food Discovery with Uber Eats: Using Graph Learning to Power Recommendations by UberEng

#UberEng #Uber

https://t.co/LVYkNlwTUs"
3162,1.2511763627752817e+18,"Improving Pickups with Better Location Accuracy by UberEng

#UberEng #Uber

https://t.co/sPD9pe302M"
3163,1.2511763650780447e+18,"Taking City Visualization into the Third Dimension with Point Clouds, 3D Tiles, and https://t.co/Q8Ul5Qdg2y by UberEng

#UberEng #Uber

https://t.co/Ed1G3fc32s"
3166,1.251176367401689e+18,"Get to Know Uber ATG at ICCV, CoRL, and IROS 2019 by UberEng

#UberEng #Uber

https://t.co/4i487dtYhd"
3167,1.25117634547388e+18,"Productionizing Distributed XGBoost to Train Deep Tree Models with Large Data Sets at Uber by UberEng

#UberEng #Uber

https://t.co/cA1qe499Fz"
3168,1.2511763704551506e+18,"Evolving Michelangelo Model Representation for Flexibility at Scale by UberEng

#UberEng #Uber

https://t.co/LmhjjpVVtA"
3169,1.2511763738986578e+18,"Searchable Ground Truth: Querying Uncommon Scenarios in Self-Driving Car Development by UberEng

#UberEng #Uber

https://t.co/mvuZk8DDWZ"
3171,1.2511763799720387e+18,"RT @PublicBolti: @Uber_India &amp; @Olacabs announced relief for drivers, which some have received.
 
Hear Rizwan seek clarification if there i…"
3195,1.2511767386352927e+18,"@Uber_Support 
Hello there 
M Uber partner driver but I want to join Uber eat driver  and I want to work but m still waiting for Uber team to be back to me and I have uploaded all my documents and please try and understand m not working for past all month so please help me"
3208,1.2511769971931668e+18,"@Uber_Support Hello,
I am having difficulties accessing my account - I have forgot my password and don’t know which mobile number is associated with it - how do I reset my password? Have followed your guides but no luck"
3215,1.2511771968043418e+18,"@Uber_Support I am very disappointed on your service. A straight forward issue yet cannot be resolved. The bank confirmed that 2 payments are successfully paid to your account for one trip, don't understand what's so difficult in refunding me"
3229,1.251177410957054e+18,"RT @OnmyojiSioux: Two good guides for the upcoming Uber Boss event :) 

https://t.co/jwz1CGiyg8

https://t.co/DYmPmeV6ej

#onmyoji #uberbos…"
3234,1.2511774975315272e+18,@FAIRImmigration @Uber FIRE FAIR
3244,1.2511777061690122e+18,"RT @Uber: Stay home if you can. And with drivers, delivery people, and restaurants, we’ll help #MoveWhatMatters:

10 million free rides and…"
3247,1.251177751177859e+18,I am very disappointed @Uber_Support and @UberEats. You guys are a scam. I’ve been going back and forth with your support team for a week now. All you do is give me the same canned response without actually addressing my issue.
3249,1.2511777608415928e+18,@Uber_Support I had to cancel an order for waiting OVER AN HOUR for food. Then GOT charged for canceling my order. WTH is this? I got told by friends that Ubereats was better than doordash but I would rather go to doordash! I will definitely let everyone know not to use!
3264,1.2511779565395968e+18,"@Uber_Support I got a promo code for Uber eats sent to one of my emails, but I don't have access to the telephone number it's connectedcto anymore. Can I get the code transferred to another account?"
3279,1.2511781464743977e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3304,1.2511785866078085e+18,"Thank goodness #ridesharing finally got approved in Vancouver ?
Been commuting via @Uber most of the lockdowns in an effort to stay off transit and preserve my sanity 
#COVID19 #COVID19Vancouver https://t.co/gbWmMFDQFd"
3331,1.2511788860434022e+18,But @Dremodrizzy u and @Uber get connection oo
3334,1.2511789099467776e+18,"RT @MemonSobi: @Uber_Support 
Hello there 
M Uber partner driver but I want to join Uber eat driver  and I want to work but m still waiting…"
3345,1.2511790745438945e+18,"RT @NathanUKOK: @Uber_Support Hello,
I am having difficulties accessing my account - I have forgot my password and don’t know which mobile…"
3349,1.2511791109546476e+18,Want #cloud #costoptimization? Join us April 21 at 1pm ET for a live webinar on @devopsdotcom on how @Uber reduced #AWScloud costs by 15% in 30 days. #DevOps @AWS_Partners Register at https://t.co/eFlN6thw5r https://t.co/uL6TSIW9tq
3355,1.2511791327398216e+18,RT @Taleexi_: It’s always the 40 year old Uber drivers from Minneapolis that stir up controversy. @Uber this man seems to be short on rides.
3360,1.2511791531158282e+18,"SHRIMP BOWL
Available in Chicken or Veggie!

Call for Pick-up or Delivery with Uber Eats, GrubHub or Postmates

#JRCricketsMLK
#UberEatsATL
#UberEatsAtlanta
#GrubHubAtlanta
#GrubHubAtl
#PostmatesATL
#PostmatesAtlanta
#fooddeliveryatl
#atlfooddelivery
#atlrestaurants https://t.co/NBAac39uXA"
3369,1.2511792979870884e+18,RT @Nape2705: @Uber_Support I am very disappointed on your service. A straight forward issue yet cannot be resolved. The bank confirmed tha…
3372,1.2511793300103987e+18,RT @Ubergeddon: Uber and Lyft Are Searching for Lifelines https://t.co/CKQkmI0qWO
3411,1.2511797085632922e+18,RT @LondonTrafficW1: WOW!! That looks like a @TfLTPH #Uber style minicab
3414,1.25117975547238e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3430,1.251180006123942e+18,RT @KevinJ77172359: I am very disappointed @Uber_Support and @UberEats. You guys are a scam. I’ve been going back and forth with your suppo…
3440,1.2511801466541343e+18,@Uber_Support my uber eats has just come and food is missing... how can i contact the driver??
3448,1.2511802129157652e+18,RT @Alexand81169782: @Uber_Support I had to cancel an order for waiting OVER AN HOUR for food. Then GOT charged for canceling my order. WTH…
3456,1.2511802896336036e+18,"RT @february_31st: Hi @Uber, you’re a $70 billion company. I am (currently) an unemployed audio engineer. Stop asking me to support your dr…"
3467,1.2511803911485194e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3468,1.251180397465043e+18,.@Uber has withdrawn its financial guidance for 2020 and will write down about $2 billion in investments. https://t.co/jqwQ13ZA2D
3470,1.2511804076404654e+18,#Uber and #Lyft Are Searching for Lifelines - The New York Times https://t.co/fqx0ychajk #freerides #rideshare #ridesharing https://t.co/4MkX0LL5Xi
3480,1.251180614121689e+18,@Uber_India @medlifecare Uber is World fraudest company I even seen
3488,1.2511807029405164e+18,???❤️❤️#fwd #daily #2.0turbocharged #2.0t #4banger #fourbanger #norust #lyft #lyftdriver #uber #uberdriver #Volkswagen #Passat #vw #Germanengineering #vwpassat #vwdaily #vwnation #vwtuning #volkswagenmotorsport… https://t.co/GACte1Bek1
3490,1.2511807273471631e+18,"RT @Defenceplox: @Uber_Support I got a promo code for Uber eats sent to one of my emails, but I don't have access to the telephone number i…"
3494,1.2511807630154547e+18,"@Uber_Support 
I keep getting submit to a new background check but, there is nowhere to do this in the app."
3496,1.2511807980295619e+18,@Uber_Support hi I want to if I'm active to drive
3514,1.2511810148037755e+18,@Uber_Support hi I want if I'm active to drive thanks
3534,1.251181245117141e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
3535,1.2511812562698568e+18,"@uberlyftdrivers Nothing.  Currently delivering for Uber Eats, DoorDash, and Postmates.  Using my own PPE since the pandemic started."
3539,1.251181336255062e+18,@boringofwords @Uber_Support @Uber_Australia Email me bro. this might help. succes.leads30@gmail.com
3569,1.2511816536214528e+18,@Uber_Support  I am trying to order some food and you have a promo that I get a free item with a purchase of $15 or more and it’s not working.
3572,1.251181661879849e+18,@Uber_Support @Uber_Support I’ve been working with them...for a whole week now. Wherever you outsource your customer support team to does not know how to address issues. They like to say “we’re here for you” blah blah without actually doing anything.
3577,1.2511817163892204e+18,"@Uber_Support I was sitting in a long line at Popeyes. When I reached the window, they said they don't do Uber Eats. Waisted time."
3597,1.251181980059947e+18,"Nice to see that out of our #socialdistancing  &amp; #covid19 #quarantinelife new business partnerships are emerging.
#resiliance #miami #timhortons #ubereats #uber #fooddelivery #homedelivery #foodserviceindustry #birkshirehathaway #3…https://t.co/hFiPlWIxcH https://t.co/l1BCdZGTjR"
3603,1.251182046245843e+18,@Uber_Support I'm pretty sure its spam/scam using your logos thought you should know
3610,1.25118217633656e+18,"RT @AtlantaB8Team: #UberChronicles ? Took an uber to the park, driver kept giving me the eye so I started stroking ??‍♂️. He asked me what…"
3625,1.2511824395205837e+18,#Uber #UberEATS At this point in time I implore you to #StayHome drive yourself if you need 2 get food/travel anywhere or get a family member to drive you. Everyday we go out we have to but our trust and faith in people we dont know that they are doing the right thing and
3649,1.251182673428648e+18,@Uber_Brad FOR REAL. It makes 0 sense to wear the same pair of gloves the whole time while you’re touching EVERYTHING ?
3656,1.2511827834788577e+18,RT @Kimberleyyyy_xo: @Uber_Support my uber eats has just come and food is missing... how can i contact the driver??
3659,1.2511828038797722e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3669,1.2511829190723174e+18,@Uber_Support The email address the code was sent to was def.enceplox@gmail.com
3673,1.2511829586244035e+18,"RT @OnmyojiSioux: Two good guides for the upcoming Uber Boss event :) 

https://t.co/jwz1CGiyg8

https://t.co/DYmPmeV6ej

#onmyoji #uberbos…"
3675,1.2511829723567677e+18,RT @SammCrockett: @Uber_Brad FOR REAL. It makes 0 sense to wear the same pair of gloves the whole time while you’re touching EVERYTHING ?
3692,1.2511832007449969e+18,RT @UberFacts: Solitary Activities That Can Help You Feel Less Lonely https://t.co/V2OcEb6znx
3704,1.2511833981121577e+18,"Really #Uber ? Can you not offer an alternative? Wait. Maybe being independent contractors, it’s up to the driver to do something. #corvid_19 #Sweden #Microeconomy https://t.co/zgU9hQdcmE"
3726,1.251183725112488e+18,"RT @FAIRImmigration: Prior to the coronavirus outbreak, @Uber used foreign workers instead of Americans. When this passes and companies reh…"
3734,1.2511838385851884e+18,"@Uber @chicagosmayor Yea, but then you get assaulted by the driver on the way to the hospital?"
3758,1.2511841687775764e+18,"@Uber @chicagosmayor What goes on in the minds of these people, honestly? So if I want a free Uber ride, I need to accuse someone of assault? Is that all?"
3759,1.2511841827321692e+18,@Uber_Support I need proof of cancellation of my husbands profile so my @GEICO policy doesn’t lapse. Who can help me?
3760,1.2511841931005379e+18,"RT @Darnell57726777: @Uber_Support 
I keep getting submit to a new background check but, there is nowhere to do this in the app."
3768,1.2511842694578422e+18,"@uBer_Poutine No kidding, right? There must have been a lot people holding their breath as they launched the thing. It's really a triumph all around."
3784,1.2511844924226314e+18,RT @CarlosG42154070: @Uber_Support hi I want to if I'm active to drive
3802,1.251184653488337e+18,"@Uber_Support I ordered Cold Stone and only received one of the two ice creams I ordered. still, I was charged for 2. wtf? I want my other ice cream!!!!"
3813,1.2511848220320563e+18,@googlemaps   Village  photo gallery #TejaGoud #Teja #photography #Teja_9948188758 #TejaGoudPhotography_9948188758 @goudteja2 #VenkateshGoud #VenkateshGoud #Hyderabad_best_photographery #Google #googlemaps15 ##Uber #Helo #YouTubeindia https://t.co/uEeroB2U7M
3815,1.2511848699186176e+18,@imalilugIy @Uber_Support it’s a date?
3818,1.2511849683127747e+18,"A great read about our partners @warriors, @uber &amp; @AnheuserBusch coming together to make a difference in their community right now - Warriors Lean on Partnerships to Drive Relief Efforts - @frntofficesport -  https://t.co/V3SonJXnSX"
3819,1.251184989573505e+18,"@MonicaInterpre1 @alfera @Uber As I've said before. The only ones who thought this was employment, were the ones who couldn't cut it at Burger King because they couldn't remember what side to flip the burger to."
3832,1.2511851848141414e+18,"@uBer_Poutine Any time I think about getting involved in any kind of computer science stuff (I do have to take a course on it for my program) I remember when I was 22 and I got my first ipod. I hooked it up to the computer and it synced to my boyfriend's iTunes 
1/"
3842,1.2511852660328735e+18,"RT @BanuMathi888: A- She does NOT know the #Uber driver has a camera
B- She does know and loves to #tease
Comments welcome https://t.co/OWL…"
3844,1.2511852720558326e+18,RT @CarlosG42154070: @Uber_Support hi I want if I'm active to drive thanks
3846,1.2511853108909548e+18,@Uber_Support I have done
3849,1.2511853381077934e+18,@Uber_Anne Because you have a purpose. To bring joy and happiness to everybody
3850,1.251185342809432e+18,RT @vikas_murali: The audacity of @Olacabs and @Uber to repeatedly ask me to donate to help their drivers when their drivers ALWAYS complai…
