,id,text
26222,1.2505336623592407e+18,"[AD] Get #ICY🍦 with FUSION’s new food truck, sponsored by @UberEats! 🚚 The LA-based food spot serves FUSION-themed… https://t.co/Ahe4OAMDSC"
2852,1.2505357005433324e+18,@Uber_Support can you help me with something? I want to deliver with ubereats and not be a driver (for passengers).… https://t.co/xEfMAL5cPd
12899,1.2505392184656896e+18,"That's another sad fact!
Reposted from @uberfacts A heartbreaking stat.  - #regrann @ Baltimore, Maryland https://t.co/rWkkUWiwq1"
20121,1.250540903430869e+18,@dougvansant @ChickfilA @UberEats I downloaded the app but it’s directing me to Door Dash. 😞
21252,1.2505411488605307e+18,"hey @GovAndyBeshear protestors, instead of yelling about working, why don’t you go apply for @UberEats @Postmates… https://t.co/Ew6YXhiVTI"
23015,1.2505415750772326e+18,@uberjudgement @PoGoKieng My alt got to face you today and it was really close 👀🔥 https://t.co/YIarJfCGy6
27074,1.2505425499047854e+18,"@Jen_Royle @UberEats Yeah, luckily we aren’t involved in that business at all. We do all direct orders from our cli… https://t.co/zRDLEZcS88"
27172,1.250542567499993e+18,"Apparently @UberEats is delivering groceries.

Meal kits. I’m actually writing a story on this for @purewow. Fun op… https://t.co/rYkUwnyykY"
3546,1.2505439902330143e+18,@CineplexMovies @UberEats @SkipTheDishes Miss you too 😘
9939,1.2505454399606415e+18,@UberFacts Are you an 👽
10031,1.250545460126892e+18,@ubermurph @ImdeKat @downbeatIV @JohnMoralesNBC6 @chrislhayes @AngieNBC6 @SteveMacNBC6 @nbc6 It was merely a statem… https://t.co/PuybG0Myl2
25087,1.2505489014358016e+18,MichaelAngelo’s (718-220-8455) is open for takeout and delivery through @ubereats and @grubhub  🍝 https://t.co/I8YnNrsNh0
627,1.2505501675618877e+18,@Uber_Support djdanceparty5@gmail.com
10603,1.2505524210231296e+18,@mhdzztsfwn @bostonatane @UberFacts https://t.co/6HGHFuuOz9
1701,1.25055721289805e+18,@UberEats @Uber_Support I found a real rude that your customer service reps don't care if you get sick and still ca… https://t.co/iS8TXfGP5A
2348,1.2505573702096364e+18,@UberPT Happy birthday https://t.co/sJ2GwjnouR
7227,1.250558535152304e+18,People be carefully today I took a @Uber trip it was the trip from hell the Driver never spoke gets to my home driv… https://t.co/2uVwPCOMS2
7482,1.2505585972196966e+18,@UberFacts The bit of most native born Americans must be interesting.
7960,1.2505587070684733e+18,look at the size of that chicken 😱in our chow mein! order 📞4809667660 delivery @postmates @doordash @ubereats… https://t.co/bQ4IAViuE6
13486,1.2505599927359037e+18,@arghavan_salles @Uber @lyft I've given this a lot of thought during my commutes and I'm not sure shared cars are s… https://t.co/l9qC6VLL3c
14960,1.2505603177064202e+18,"I wish @Grubhub, @UberEats, and @DoorDash would come out to Commerce,TX. They would be taking all my money right now!"
16704,1.250560732888019e+18,"@UberEats needs an option where DISTANCE is a factor in ordering &amp; delivering, like I want somewhere 5 min from my house, not 50 😒"
22945,1.2505621962427228e+18,@Cawnas @UberEats_mex @IvanaPeral un rocka del Caffenio plix
27294,1.2505632244136182e+18,@UberEats No. https://t.co/BlS47Hz1sV
19079,1.2505684072226406e+18,@Uber @Uber_Support will we lose our status's just curious? Not sure if less people are using the service now becau… https://t.co/oBQ67wTZvD
3731,1.2505718487875584e+18,"Just ordered some food through @UberEats and the driver marked the food as delivered on my door step, but never dro… https://t.co/s6IbfcnAwP"
9318,1.250573135952384e+18,"@Uber @UberEats Shouldn’t that biker be protected in case he gets sick on the job, be able to get basic life necess… https://t.co/juyFnXRVag"
13088,1.25057399245013e+18,@uberlyftdrivers @DignityDriver @tmatty17 @SoftEVs @USTreasury @IRSnews @stevenmnuchin1 #ZackSnydersJusticeLeague… https://t.co/6KpK6uLd8e
18925,1.2505752603674214e+18,@Uber_Support There was a payment of 7.46 taken out of my bank account as in error can I get back a refund of my mo… https://t.co/aLdyXjXjmi
19450,1.2505753884696535e+18,@Cawnas @UberEats_mex @REMMYVALENZUELA ehhh ni modo 😂😂😅
1178,1.250578079833088e+18,Just saw @gladyzzz CEO @UberMedia #HumanMovement #COVID19 #mobile @CNBC https://t.co/QhWVakrbxl
5520,1.2505794545832796e+18,"Thank You For Not Riding | Uber https://t.co/EC6iU9dFpA via @YouTube. 

THANK YOU @Uber for creating an incredible… https://t.co/7NyLJBKMWx"
8716,1.2505801675981087e+18,@Cibeguerra @Cawnas @UberEats_mex @REMMYVALENZUELA Jajajajajajajaja yo no me rindo https://t.co/MOQhvBDhFu
11286,1.2505807418403963e+18,I ordered sushi from @Grubhub 2 days ago and had it in 15 mins. My wife ordered with @UberEats and the food was PIC… https://t.co/lHqZEE350K
11774,1.2505808596499988e+18,#chefhudaskitchen #weareopen #wednesday #thursday #friday #saturday #curbsidepickup #contactlessdelivery #UberEats… https://t.co/EO2GXVLtli
12618,1.2505810607039816e+18,#chefhudaskitchen #weareopen #wednesday #thursday #friday #saturday #curbsidepickup #contactlessdelivery #UberEats… https://t.co/bH2AwdQrV9
27837,1.250587987127214e+18,@Rob_Oliphant @Carolyn_Bennett @Marco_Fiola @UberEats @viva_napoli @Mt_Pleasant_BIA @Carolyn_Bennett has got serious #zoombackground game
292,1.2505905603034194e+18,@allisonpl28 @Cawnas @UberEats_mex https://t.co/khvYGrgp3B
7951,1.250598435700564e+18,"Yo @UberEats, I ordered food at 8:30 and now being told it won't be ready until 10! Someone is losing $3! https://t.co/qOW3OaE5Xq"
8579,1.2505990218753556e+18,Thank you for not riding with @uber ad just now. I’m not crying you’re crying
10271,1.2506001298763284e+18,@UberEats now on my third delivery driver and the app gives me no way to contact you.
5014,1.2506218447904686e+18,Sent you info for the gig economy story @komonews here my earning info for @UberEats. During the pandemic. Btw only… https://t.co/gSQhaOvUJv
11907,1.2506277153734533e+18,@UberFacts On family they called the future before any of us....remember jenner before the dick came off....family… https://t.co/uU6M3aLa88
12932,1.2506284147778232e+18,@UberFacts Someone was prepared for covid 19 early....
20486,1.2506340790425846e+18,"@Uber_Support how do I change my password? And I added my newer email address, but how do I delete the other one? I… https://t.co/0qw1UGA5Pn"
24703,1.250637765353648e+18,@UberFacts They call this aspearating
25328,1.2506397613977272e+18,Fighting the urge to @UberEats something
20569,1.2506520957007462e+18,"@UberFacts So does anyone who needs to go...badly , I did some Walmart when all of a sudden I have to poop but I do… https://t.co/WoDmlejOqy"
21482,1.2506523860221092e+18,@UberFacts Me too
22593,1.2506527569663345e+18,@eviltwin2676 @UberFacts 🤣🤣
1133,1.2506557965910385e+18,@UberFacts Funny roses don't look like they nut almonds
6592,1.250657892304208e+18,@UberFacts #same
7877,1.2506584043030979e+18,@UberFacts I probably would have replied with repulsive at least my kids havnt shot up a school.....yet
11721,1.2506599544380457e+18,"Honestly @UberEats you have to get it together. I’ve had my food stolen today by your driver, I had to reorder then… https://t.co/ziTouI5NDk"
12243,1.2506601628991898e+18,to get my food &amp; he’s been there about 20 minutes now &amp; there’s no way to contact him @UberEats this is really insa… https://t.co/zmU0yMVdns
14975,1.2506612673727283e+18,@Uber_Support i did.
18860,1.250662917772624e+18,@Uber_Support I provided you the information &amp; no one has gotten back to me my my food delivery time went from 1:30 to 2:15 am....
19248,1.250663103743787e+18,@Uber_Support it’s still showing that my food is wrapping up &amp; has not been picked up by the rider.
27677,1.2506679268033618e+18,"@UberFacts So how do we know that it's  extinct, how do we know the answer for sure"
27958,1.2506680633531228e+18,@UberFacts When I came on my dad's sack and into my mom's sack that's what made me the youngest person in the world… https://t.co/OJyzaLLljl
8352,1.250673368677974e+18,@Crypto61881488 @UberFacts Exactly how I typed it....??
17234,1.2508717881475318e+18,@Xsathrie @PikaDinoZilla @UberFacts I can't is glued in my hands
23214,1.250873240043602e+18,Then don’t drive you dumb shit like they give a fuck 😒🤤#RideshareDriver #UberDriver
230,1.2508749431868785e+18,"Throwback to the first @ubersocacruise @ Sunrise, Florida https://t.co/zEc0le4nGq"
14970,1.2508786809450373e+18,"@FanyaYoung @Uber @Uber_Support No, not that I can recall"
23328,1.2508808330759782e+18,Yo @UberEats is my best friend... I aint leaving the house ever
21908,1.2511269077031813e+18,I agree with the @UberEats food category list - there should be more hummus and olive oil drizzle donuts. https://t.co/mmACH3gXh7
5428,1.2511329960250163e+18,Ft. @UberEats &amp; @DoorDash 🤝🏾 #Business https://t.co/6ntbGN0YaM
9583,1.2511455457473208e+18,#Friday Shop is OPEN 10am-8pm for take-out &amp; delivery @ubereats @doordash 🛵🛴🚗 Check out our website for our menu!!… https://t.co/NU9ZPHAq5E
10234,1.2511457621985485e+18,@UberFacts Vegetarians everywhere https://t.co/P2cWe8v67F
14128,1.2511471082388193e+18,@UberEats where’s the food I ordered an hour and a half ago😩
26775,1.251151347161772e+18,@UberJumper Needs a project manager aware of responsive design patterns. Maybe someway to indicate where the menu g… https://t.co/gebHzBZHDm
382,1.251152585718784e+18,"@Uber , your drivers need a feature @Lyft uses known as Last Ride to let dispatch know a particular driver doesn’t… https://t.co/URiBXcmdGm"
1598,1.2511529886572216e+18,@UberEats Why not drop your commission to actually help your restaurants like Skip the Dishes has? $0 delivery look… https://t.co/lDq3mOtvJm
11064,1.2511561150620467e+18,@UberFacts @HanktheTannk
11929,1.2511564009583903e+18,@Uber gets a Zero for #CustomerService today. It locked me out of my account without explanation and there’s no res… https://t.co/MtSQWHs65K
13268,1.25115682002808e+18,Yes We're Open! #menu #today #SomeGoodFood call in for pickup takeout or order online for delivery #UberEats… https://t.co/ev8TnqcjA2
16696,1.2511579074517688e+18,#AlAire Espero que a @Uber_MEX le sirva a esto para que brinde asesoría a sus conductores: Paulina Reneé García
18986,1.2511586219052483e+18,Whose ordering Taco Bell &amp; McDonalds on @UberEats ?!
21474,1.2511594039164846e+18,@Uber_MEX @UberEats_mex @RappiMexico @DiDi_Mexico @DidifoodMX : Que plataformas digitales apoyen a sus socios condu… https://t.co/n8wt8hy46o
22158,1.2511596201034875e+18,At Ella Senior Apts with @JJBurtonTV and @MattSpenceSr  delivering meals with @UberEats 🧡 catch the story this even… https://t.co/0MGRk0ir8m
5754,1.2511638395523154e+18,"@UberEats so my order says in process but the restuarant says the order has already been picked up. I have no food,… https://t.co/qZjJ9jiaVt"
9082,1.2511648229238088e+18,Omg between @UberEats and @ChickfilA there are some serious unhappy ER workers in Douglasville this morning! We just want our food.
20508,1.2511678489296404e+18,"#Uber #lyft drivers, you guys needs to focus on doing #Ubereats #doordash etc. You can definitely make good money i… https://t.co/KudAmIBVjD"
3886,1.2511786714209853e+18,How is this helpful? @UberEats https://t.co/ALnI8JKkGO
13735,1.2511811180968428e+18,"#JerkPork and love for the people 
💛🖤💚

#nolaopen #noladelivery #ubereats #ubereatsnola #nolatakeout #wherenolaeats… https://t.co/XJsV4VLw4U"
29063,1.251184653488337e+18,"@Uber_Support I ordered Cold Stone and only received one of the two ice creams I ordered. still, I was charged for… https://t.co/OkpAIeWZPZ"
4602,1.2511859629961708e+18,The highest high to the lowest low in seconds. I’m sick and tired of your lies and deception @UberEats be better https://t.co/5bKhgr6uN6
15935,1.251188598147371e+18,"Quarantine happiness burger
#dwimcity 
@holeechix is open delivery only with @ubereats_canada

#montreal #montréal… https://t.co/koP9kp8RPo"
22291,1.2511900707421143e+18,This might be one of the worst batched orders I've ever seen on @UberEats. This is a solid 20-30 min detour. https://t.co/lRRy4FhY4N
3571,1.2511926305260503e+18,@uberladung 💕 😌🙏 still some crucial sims
21778,1.2511967846611927e+18,@Uber_Support Hey this guy cut in line at the Starbucks Drive through today. I asked him to drive to the back of th… https://t.co/bEfoXJU12Z
23596,1.2511972084200612e+18,@jennamidiri @Uber I can really probably grab you I’ll let you know
1875,1.2511991171932897e+18,terriyaki tofu and Hulu? order 📞4809667660 delivery @postmates @doordash @ubereats #aztakeoutweek… https://t.co/bd2rQf0DMd
3681,1.2511995224889262e+18,@UberFacts Didn't help Freddy....... and he was the singer
10932,1.2512014196146053e+18,If you work delivering food &amp; groceries please wear masks &amp; gloves! @Grubhub @UberEats @Postmates @DoorDash… https://t.co/XPuotayUIw
12059,1.2512016806512353e+18,"@UberFacts That's easy, who want to be fucked with while their dog is trying to take a 💩"
19118,1.2512033124745216e+18,@juantharding @MountSinaiNYC @Uber @datrigub @ScienceByNadia Anything for you John-do!
22000,1.2512039831772856e+18,@RealBryanWatson @MountSinaiNYC @Uber @datrigub @ScienceByNadia Currently at the Blood Bank we are limited to one m… https://t.co/4PPivDf4NJ
24525,1.2512045712061686e+18,@UberFacts That must be some funny s*** to hear from them https://t.co/YWonppbNYP
28752,1.2512055114642596e+18,"¡Deléitate con nosotros! 
La hamburguesa más GRANDE, la más DELICIOSA, la MEJOR.
Así es la BIG MAMMA
#uberEats… https://t.co/0ZdBJix6EI"
5929,1.2512071509422694e+18,The new  @Uber commercial is the best thing I’ve seen all week. 🥺❤️#StayHome
7389,1.2512074750403052e+18,@Uber UBER IN DA HOOOOOOUUUSSE!
7392,1.2512074751200133e+18,"This @Uber commercial is the best thing I’ve seen all week.  🥺❤️👌🏼#StayHome 

Thank You For Not Riding | Uber… https://t.co/DVHi3CBUqf"
8016,1.2512076188965806e+18,About to start deliveries for @UberEats in #Chattanooga. Hoping for a good day and weekend!  It's already shaping u… https://t.co/p6FO05oOJ3
18595,1.2512100484639293e+18,@UberEats can someone contact me. The driver completed the order without delivering the food 🤦🏻‍♂️
21068,1.2512106112386376e+18,"Fuuuuuck @Uber forever and ever and ever in Seattle for profiteering on an epidemic, prices have increased 200 to 3… https://t.co/xRyH73hTrP"
21896,1.2512107965558088e+18,"@GrouchyB4Coffee @UberEats We should be on there, maybe just select area."
27804,1.2512121522219704e+18,"@UberEats tips last week were $207, donating over $100 to @chattfoodbank. Here is were I currently stand with the w… https://t.co/1xwiZtCw9l"
27924,1.25121218135142e+18,Hungry? Get $7 off your first order on #Uber Eats with my code: eats-yolandab4192ue. https://t.co/7YFbYCWwFe
28325,1.2512122695742095e+18,"Major shoutout to @MODPizza!  Last Friday (4/10) my wife tried twice to order via @UberEats, and after our orders t… https://t.co/W0wAte1p4k"
1541,1.2512130244191068e+18,"@UberEats &amp; @Uber tips last week were $207, resulting in over $100 being donated to @chattfoodbank. With the whole… https://t.co/E4cTZfboP1"
9485,1.2512148271852544e+18,"@Uber_Support To assist you guys in your decision because I’ve been in isolation since Mar.17th,2020, without anyth… https://t.co/PkI67cM2AT"
14600,1.2512163641965732e+18,@nicks_mufc @UberFacts Again I'm 32 I'm sure I've tried them all....... Can you remember what you drink when you we… https://t.co/bMSUpC0pis
20235,1.2512176724712858e+18,"WE ARE OPEN! 
All Your Favorite Dishes &amp; Drinks!
#FRIDAYS 12PM-2AM!
.
✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO O… https://t.co/z7E8MmPWgY"
20803,1.2512178108245934e+18,@UberFacts @perezIsme  lol this is funny
4849,1.2512211100431688e+18,@Uber_Support Sent
5843,1.2512213338092503e+18,I order Chick-fil-A on @UberEats and they forgot thr sauce I don’t know whether to call the police or....
6382,1.2512214542906532e+18,I Miss Taking a 🚙  #Uber #UberEats #Ride #Deepthroat #Deepthroater #Trans #Shemale 🚙#NY #NJ #DeepthroatCum #Cum… https://t.co/fmZVMHLuJt
7838,1.251221786961875e+18,"@Xsathrie @PikaDinoZilla @UberFacts Being social and mediaing , I like what I have to say..... And if somebody like… https://t.co/sX0TIk3sPz"
12431,1.2512228546261688e+18,"@ubermassage @FOX21News @CMoore_News Gives me the chills, sir."
14447,1.2512233006524047e+18,"spending my covid bucks on @uber to get to work/home cuz our local bus system is on lockdown now. 

uber drivers are my hero’s right now."
17522,1.251224021137535e+18,@UberFacts Yeah I only smile when I find something funny.... And I'm average maybe...... I don't know if this fact is facturate
19106,1.2512243957644247e+18,@UberFacts My wife will kill me
20124,1.2512246161793147e+18,@Xsathrie @PikaDinoZilla @UberFacts Let me be me and you do you
20762,1.251224763386794e+18,@uberinginmelb Yes. 🙃
22182,1.2512255715998228e+18,"Hey @UberEats I love you but you failed me today. I ordered cookies from the Night Baker in Toronto, they confirmed… https://t.co/EhjzDh9knd"
22217,1.251225577673175e+18,Now I have cookies but paid for the price of two boxes. Wow. $85 for two boxes. Thanks @UberEats! You were the only… https://t.co/fzwvHCjOEc
27480,1.251227474538623e+18,@yungmvria @UberFacts 5 times TOPS and 3 of those are from Billy so shit nigga lol.
29414,1.2512278963346842e+18,Got my refund 😭🤘🏽 thanks @Uber_Support but I wants my wings but I’m afraid to order again 🙃
154,1.2512291013079572e+18,@UberFacts Yeah after the first was enough
5967,1.2512303146530038e+18,@osbrany @uberjosephB @wsvn Excellent one less Democrat in Florida finally we going to have a pure Republican state buy Joe
7659,1.251230704752423e+18,"@michelleriveraa @Uber_MEX Pues para empezar no deberia tocar o manipular el CUBREBOCA de la, parte de enfrente.. 🤷🏼‍♀️"
8271,1.2512308452364698e+18,"@michelleriveraa @Uber_MEX Ni tocarse la, cara mucho menos la boca🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️"
10005,1.2512312558673756e+18,@UberNick_ @Xbox The fact that the extra lens came outta no where is amazing
12673,1.251231872266322e+18,@UberEats how do I find the participating restaurants for restaurant week in LA?
14476,1.2512322581257134e+18,@Uber keeping my passengers safe during the pandemic!! #Showercurtains #Uberdriver #Annapolis #Maryland https://t.co/BitfgTiOLk
18569,1.251233562415825e+18,"Stew Beef Caribbean Style😍
#Ubereats #grubhub #seamless 

#paramusnj #cliftonnj #passaic #patersonnj #andresayegh… https://t.co/iYgAglsxRD"
22899,1.251235411587928e+18,@celinedryan @Uber_Support Done! Thank you!
1235,1.2512373719089848e+18,@Uber_Support Okay. I also have the people at the hospital looking into it .
4448,1.2512381298073518e+18,@Uber what’s up with all these high fare rates n philly??? Damn give us a break
7770,1.251238924422271e+18,"@Uber_Support Seem like you guys are doing all that you can, not to honor your own policy and not pay me. This is n… https://t.co/2c9v5FzZZ0"
14361,1.2512404742177792e+18,@UberFacts I only watched the entire Twilight Saga so I can get laid.....
18121,1.2512417244180644e+18,@UberFacts Damn I’m a man now ?
19317,1.251242015511249e+18,@UberFacts Because high IQ kids see through the lies that parents tell kids to try and scare them out of it.
26151,1.2512436347096678e+18,@Uber_Support I don't understand why the coverage map on the delivery offer can't be updated to reflect the correct… https://t.co/vAvCKcF3nn
1180,1.251245288523776e+18,@perezIsme @UberFacts Hahahahaha gee I wonder why
6556,1.2512465691538596e+18,@UberEats No thanks. I like less Christ in my chicken.
6635,1.2512465853731717e+18,@Nakish19_77 @BeckTaxi @BlueLineTaxiOtt @CapitalTaxiOtt @WestWayTaxiOtt @UberedOttawa Did you get it on Ottawa's Sun too!?
15188,1.2512486841442304e+18,Absolutely stone cold @TimHortons breakfast sandwich delivered via @UberEats this morning. If I wanted a fricking m… https://t.co/7OlA41PJEQ
21192,1.2512501385820692e+18,@UberFacts Then my must be pretty high because I'm smoking weed as an adult...... Kind of feel like it makes me smarter......
22188,1.251250366592815e+18,"@victim42 @UberFacts Not that I care that there wes 24 minutes of staring, yes it was worth it"
23701,1.2512507439081062e+18,"@JLLostBoy @UberFacts THIS IS MY FAVORITE FACT 

I still haven’t done eclipse lol 
Maybe I’ll do it today"
24045,1.2512508280709038e+18,@Uber_Support Okay but here’s some reality of what we’re dealing with out here.@MayorOfLA @latimes @GavinNewsom https://t.co/qgd9RDfGyP
24671,1.2512509824173056e+18,@effwu @UberEats Honestly it’s always been my favourite Vietnamese spot in the city. 10/10 do recommend.
1462,1.2512534255029125e+18,"Friyay Round Update!!!!

#virtualroundup #roundupdavie #deliveringtoyou #doordash #grubhub #ubereats… https://t.co/rNk1CNCzAH"
3433,1.251253912688001e+18,@UberEats @shakeshack one of you care to male this right? At a time when lives are being lost due to cross contamin… https://t.co/GE2JPMwOdp
26230,1.2512797961029263e+18,It’s Friday #chefhudaskitchen #weareopen #friday #saturday #curbsidepickup #contactlessdelivery #UberEats #GrubHub… https://t.co/sTwNCmlKS7
668,1.2512808139137884e+18,"Well, this is a nice touch. Thank you, @kintonramen :) #ramen #Kinton #kintonramen #UberEats @ Montreal, Quebec https://t.co/VPLlsow9Ca"
4742,1.2512817502585815e+18,"@Uber_Support Jessa C. from your support team cleared it all up for me through the app, thank you"
6529,1.2512821472450806e+18,@DoorDash using @UberEats from now on. Y’all are pathetic. It’s been over an hour since I placed my order and still… https://t.co/aLGlPPXeoJ
7480,1.2512823640865956e+18,@UberFacts I too have a mushroom but it don't taste like chicken.....
10279,1.251283013394215e+18,"Yesterday I found out that I could apply for financial assistance from @Uber, but only if I tested positive for COV… https://t.co/IPwIB7r1AB"
22204,1.2512862251615396e+18,"So I'm really hoping that when I receive my POSITIVE COVID-19 results on Monday, that @Uber will be understanding t… https://t.co/Zjm2XsPRlL"
24225,1.2512866927926886e+18,A darle un rato de uber. No te gustaría ver qué hay abajo del pantalón ??? #ubergay #ubermty https://t.co/zE93zy3JVF
323,1.2512880892234015e+18,@UberFacts I'm letting my contract expire
769,1.2512881806341448e+18,@UberFacts My dog's cuddle me.....
1938,1.2512884504117043e+18,I was asked which way I like my Margaritas🤔🤔 On the Rocks with lime @tajinmexico @heb @uber @lyft @nerdaholic_sa… https://t.co/YpXA0J5rCe
9539,1.2512901963746877e+18,#FridayVibes Delivering Joy. With @ubereats and @FeedingTampaBay @WFLA @WFLAMarco @MattSpenceSr https://t.co/hF2WLaJ2qf
20792,1.2512928134190367e+18,So @UberEats is down too? https://t.co/Tj8jfBD5Tn
27561,1.2512944225344225e+18,@UberEats too waited an hour for food had an eta but still no food i want all my coins i ever spent back!
5165,1.2512962497493893e+18,"Dear @UberEats my food is cold. Understand that it’s busy. But, the food came from a restaurant that’s very close t… https://t.co/Rk5lwtcrzf"
5311,1.2512962870449562e+18,@Uber so I want refunds back from UberEats and I was already charged but is having me reorder
9167,1.2512971983415255e+18,"#Repost @maddmunchiezz
Creat your own munchie box. Choose 5 different cookies! Taking orders till 1AM! #UberEats… https://t.co/LTaCHumIdy"
10205,1.2512974322032968e+18,irrationally mad at @UberEats bc they missed (left? forgot?) an order of fries and i really needed them this week.… https://t.co/jlNipdQX5m
16109,1.2512988096170353e+18,Weekend vibes #Instacart alcohol #UberEats dinner and Netflix https://t.co/1CIRC3DaWJ
16441,1.2512988830676664e+18,"@Uber_NYC how can i take a selfie if my front camera doesn’t work? I know, this is a dilemma but i swear it’s me… https://t.co/Cg97GjCzaq"
17237,1.2512990618582835e+18,Hey @Uber_Support I’ve been waiting since 5:40 PM for my food to be delivered! The restaurant just called me and sa… https://t.co/CuTvfAvb3d
17748,1.2512991762284544e+18,Cc: @UberEats
18573,1.2512993637768028e+18,"#QuarentineLife @UberEats driver, white haired Sir, naked Ralph almost had me in tears. #BeKind https://t.co/hR4IR8dS5Q"
28124,1.251301559327228e+18,@UberCheIseaFC 2012/13 with the gold.
6114,1.251303800729723e+18,"Well, looks like @UberEats may get my business tonight since @DoorDash decided to tank right as I was about to submit an order. LOL"
6852,1.251303970628223e+18,@DoorDash_Help Compensate us for our recent orders now. I will happily start driving for @Grubhub and @UberEats bec… https://t.co/JMWLXTda3q
8783,1.2513044072093245e+18,"@abbydorsett @DoorDash @UberEats Right!?

I felt bad for the guy from the restaurant who delivered my meal because… https://t.co/S9rugzzAhd"
9927,1.2513046685522002e+18,Why in tf is my total $40+ for literally $23 worth of food @UberEats. A service fee and a delivery fee?
13885,1.2513055737247785e+18,@WhoAmIMadeOf @UberEats I will buy the pumpkin hummus donut toothpaste and let you know how it goes.
14574,1.2513057369672704e+18,"Every place I wanna order out from on @UberEats literally says ""currently unavailable"" 😩😩😩"
15738,1.2513060173605028e+18,@DarkoStateNews @DoorDash_Help @Grubhub @UberEats I've worked for Doordash for quite a while. Don't know why anyone… https://t.co/tgFDjSWr5y
16219,1.2513061165853368e+18,@UberFacts Ummmm @KathrynWilson6 ?
18510,1.2513066701285417e+18,@UberFacts I have so many questions
19638,1.2513069293575741e+18,No #tornado #chattanoogatornado s gonna stop me from getting you or your food delivered! @Uber @UberEats #charity… https://t.co/e04sgTTBOV
23565,1.2513078591338865e+18,Friday night pizza party... of 1 🤷🏻‍♀️🍕 Order via @postmates  @ubereats @grubhub @slice or call us for curbside pic… https://t.co/VtPPYIUcw9
24782,1.2513081325732127e+18,There are #GoodPeople out there.  Thank you @UberEats #Delivery drivers.  When we can’t always be there for our lov… https://t.co/V5WkqYZH7F
28992,1.2513090717113672e+18,"@DarkoStateNews @DoorDash_Help @Grubhub @UberEats That's a fat fucking lie 😂 And it's not ""my"" company. No one belo… https://t.co/DOQTYK91RV"
29955,1.251309307020411e+18,Services like @DoorDash @instacart @UberEats and @Drizly are scoring tons of new customers who will hopefully stick… https://t.co/msqXB2zwlO
7476,1.251310960939135e+18,Wait times in excess of 20 minutes @McDonalds in Cambridge on 400 Main Street for #food #order pickups @UberEats… https://t.co/YfoqMrhZw3
17038,1.2513131039643812e+18,Today was the first day I’ve ever stepped in a Popeyes. 🙃 thanks @UberEats 😆
18076,1.2513133411775078e+18,@AmyAllenAkron @Outback @UberEats 🤬
22128,1.251314248791122e+18,@FAIRImmigration @Uber Darn rite...
27017,1.2514358402885468e+18,@UberEats I've purchased from this location several times and would never imagine my food would be raw and have fea… https://t.co/UW8ERRRMVT
27618,1.2514364701555876e+18,"@UberEats I was sent raw chicken with feathers.

#DANGEROUS https://t.co/eJWEdY5wCD"
29925,1.2514389488214508e+18,"@Uber_Support I tried to E-mail pictures.

I don't know if they're too large.

How can I send pictures?"
864,1.2514400548257423e+18,@UberEats @NRAEF @UberEats Your refuse to help us driver rendered out of work. But yet again you will donate to cha… https://t.co/dklXuSZ93n
2568,1.2514420599504896e+18,@Uber @Uber 10 million free rides yet you refuse to help millions of drivers left out of work. Unless we get COVID-… https://t.co/lr0TZ65TiO
3339,1.25144299538944e+18,@uberfahr @DoNuT_1985 @Karl_Tooher @neiltyson Lol
6844,1.251447275471147e+18,@Starbucks Thank you @UberEats for delivering my @Starbucks.. Process mapping @ home is impossible without! https://t.co/KFMZn5d4ts
18595,1.2514992286413414e+18,I literally refuse to use @UberEats for this reason.
5409,1.2515060865926226e+18,@UberFacts Good. This should still be the law
6471,1.251506497680552e+18,"@UberEats No. 

I’ll get good local food delivered instead"
9537,1.2515076631350067e+18,"Bacon+Egg+Cheese on Challah!

Shop OPEN #Saturday 8am-4pm for take-out &amp; delivery @ubereats @doordash 🛵🛴🚗… https://t.co/P9yIhE3AsB"
11046,1.2515082097870275e+18,@BernieSanders @Uber @_drivers_united @NYTWA Don't forget the @DrivingGuild
11901,1.2515085184920166e+18,@Uber_Support hello having an issue with trying to update my insurance information no one will answer the phone and… https://t.co/Y52B96v7uD
14566,1.2515094874810327e+18,@Ubercapper No disagreement there.
19137,1.251511116263547e+18,@BernieSanders @Uber @_drivers_united @NYTWA And he keeps fighting for someone he doesn’t know...
22951,1.2515124409379471e+18,@susanne_bitt @UberFacts Lol
24188,1.2515128669156147e+18,Who do I need to @UberEats deliver to get me a foster cat 😻? I’ve applied to like 10 shelters in ATL...no love.
25337,1.251513244902187e+18,@UberEats Nope!
26349,1.2515135721668977e+18,@UberFacts Awesome
27422,1.251513923465089e+18,"@BrianMOwen Bro, I reached out to customer support and they were 🗑

Back to @UberEats for me"
29465,1.2515146038650225e+18,@UberFacts If you die during sex and do this is it considered a Double Bang? 🤔 https://t.co/4tQ2Eqwzbf
774,1.2515226879330386e+18,@Uber_Support Okay just sent a DM with my number
5303,1.2515240342123766e+18,@EvanHunt619 @susanne_bitt @UberFacts Mind ya business
5629,1.2515241266757427e+18,@EvanHunt619 @susanne_bitt @UberFacts Just kidding
13506,1.2515264466669568e+18,"@UberEats in Simpsonville, SC you are terrible.  2 hours later, still no food delivery &amp; no way to contact the driv… https://t.co/djt6GvFFmx"
